Date,JSE,ABSA,CAPITEC,FNB,INVESTEC,NEDBANK,STANDARD,BTC,DOGE,ETH,XMR,XRP
2018-10-01,55789.75,15317,103059,6650,9780,26286,17450,6589.620117,0.005942,230.768005,114.521004,0.576461
2018-10-02,55472.56,15100,101936,6520,9849,26096,17035,6556.100098,0.005824,227.181,116.828003,0.520837
2018-10-03,55171.5,14888,100437,6245,9661,25600,16719,6502.589844,0.005704,220.488998,114.684998,0.528162
2018-10-04,55030.59,14623,100000,6264,9612,25577,16600,6576.689941,0.005645,222.218002,114.533997,0.526606
2018-10-05,54409.47,14560,98197,6170,9643,25211,16321,6622.47998,0.005669,227.600998,114.876999,0.519026
2018-10-08,54219.2,14635,97727,6090,9590,25542,16300,6652.22998,0.005578,229.255005,114.275002,0.489751
2018-10-09,54187.81,14861,99138,6209,9480,25300,16401,6642.640137,0.005635,227.981995,113.674004,0.479857
2018-10-10,52813.36,14806,98716,6075,9412,24859,16386,6585.529785,0.005552,225.768997,113.459,0.462387
2018-10-11,52229.33,14462,96852,6005,9077,23814,15900,6256.240234,0.005,189.498993,100.384003,0.38313
2018-10-12,53473.11,14828,98960,6280,9135,24487,16379,6274.580078,0.005247,196.727005,100.709,0.419115
2018-10-15,52466.98,14578,97035,6082,9016,23302,16078,6596.540039,0.005218,209.703995,107.109001,0.447316
2018-10-16,53241.35,14956,99373,6370,9092,24092,16675,6596.109863,0.005017,210.119995,107.394997,0.470253
2018-10-17,52391.02,14676,97516,6158,9005,23600,16380,6544.430176,0.004599,207.082993,105.362,0.468197
2018-10-18,52132.6,14642,98745,6083,9081,23524,16311,6476.709961,0.004386,203.352005,102.913002,0.457725
2018-10-19,52092.97,14665,99002,6103,9027,23548,16148,6465.410156,0.00447,203.727005,103.723,0.454178
2018-10-22,52204.16,14418,99925,6113,9052,23374,16296,6487.160156,0.004366,204.044006,105.459999,0.453109
2018-10-23,51168.5,14050,98800,5983,8734,22711,15700,6475.740234,0.004172,204.335999,108.442001,0.462058
2018-10-24,50877.34,14297,97763,6085,8748,23325,15850,6495.839844,0.003911,203.852005,106.949997,0.457237
2018-10-25,51624.85,14800,97776,6384,8785,23757,16142,6476.290039,0.003717,202.718994,106.321999,0.458052
2018-10-26,50837.57,14480,96118,6211,8574,23555,15965,6474.75,0.003984,203.328995,105.017998,0.459288
2018-10-29,51320.51,15180,98144,6460,8941,24520,16584,6332.629883,0.003847,197.246994,101.487999,0.441514
